"CITING","CITED"
3878377,3696236
3878377,3751642
3878377,3756463
3878377,3756630
3878378,3531209
3878378,3656116
3878378,3663110
3878378,3703336
3878378,3748044
3878379,3108094
3878379,3275809
3878379,3475392
3878379,3594559
3878379,3614682
3878380,3358125
3878380,3380031
3878380,3492656
3878380,3691358
3878380,3760171
3878381,3145341
3878382,2982914
3878382,3270833
3878382,3521046
3878382,3549874
3878382,3673400
3878383,3506818
3878383,3649826
3878383,3664744
3878383,3665305
3878383,3676661
3878383,3691473
3878384,3504164
3878384,3602706
3878384,3752590
3878385,2811907
3878385,2879377
3878385,3109595
3878385,3386360
3878385,3456101
3878385,3763366
3878386,2177337
3878386,2249691
3878386,2532181
3878386,2745947
3878386,3374344
3878386,3633863
3878387,2090805
3878387,2546610
3878387,2728824
3878387,3188418
3878387,3521233
3878388,1322044
3878388,2273728
3878388,2826682
3878388,3670158
3878388,3676666
3878389,1436800
3878389,1514869
3878389,3622778
3878390,3163768
3878390,3784811
3878391,3114081
3878391,3311824
3878391,3351744
3878391,3371214
3878391,3733493
3878392,2356633
3878392,2799779
3878392,3219817
3878392,3517191
3878392,3617739
3878393,3348048
3878394,1590929
3878394,1754799
3878394,2099327
3878394,2114070
3878394,2140707
3878394,2230176
3878394,2659015
3878394,2786948
3878394,2925499
3878394,3125679
3878394,3171030
3878394,3432664
3878394,3508059
3878394,3681604
3878395,3502926
3878396,2933317
3878396,3219827
3878396,3275829
3878396,3539811
3878396,3578974
3878396,3596098
3878397,1323309
3878397,3423581
3878397,3459240
3878397,3629590
3878397,3790791
3878397,3803409
3878398,3451756
3878398,3593065
3878398,3699349
3878398,3812372
3878399,3329475
3878399,3566602
3878399,3744048
3878400,2546023
3878400,2658152
3878400,2683817
3878400,3263142
3878400,3340883
3878400,3520133
3878400,3621370
3878401,3552872
3878401,3555251
3878401,3561216
3878401,3564273
3878401,3588265
3878402,3278830
3878402,3286031
3878402,3287572
3878403,639183
3878403,2144995
3878403,2856468
3878404,3582909
3878404,3591836
3878404,3699544
3878404,3705390
3878405,3603816
3878405,3631528
3878405,3665299
3878405,3683201
3878405,3763430
3878406,3309610
3878406,3388292
3878406,3517258
3878406,3631251
3878406,3675064
3878406,3696393
3878406,3723749
3878406,3740570
3878407,3548306
3878407,3626309
3878407,3675052
3878407,3781721
3878407,3800248
3878408,1396030
3878408,1616832
3878408,2858490
3878408,3404298
3878408,3737805
3878408,3754152
3878409,3225227
3878409,3317763
3878409,3348079
3878409,3368088
3878409,3374668
3878409,3449600
3878409,3478231
3878409,3508086
3878409,3622817
3878410,3274407
3878410,3309545
3878410,3335289
3878410,3414744
3878410,3525886
3878410,3634067
3878411,3273727
3878411,3449754
3878411,3457482
3878411,3668443
3878412,1945015
3878412,2708245
3878412,2847845
3878412,2938269
3878412,3130334
3878412,3259810
3878412,3424578
3878412,3450215
3878412,3460081
3878412,3514674
3878412,3550052
3878412,3570353
3878412,3606595
3878412,3703653
3878413,3131321
3878413,3145314
3878413,3320447
3878413,3353043
3878413,3497736
3878413,3504207
3878413,3543062
3878413,3569752
3878413,3686522
3878414,2415022
3878414,2780764
3878414,3469131
3878415,3038093
3878415,3408517
3878415,3413717
3878415,3439205
3878415,3444406
3878415,3470409
3878415,3535572
3878415,3600619
3878415,3633057
3878416,2344122
3878416,2930934
3878416,3753036
3878417,2327586
3878417,3222558
3878418,1037307
3878418,1192003
3878418,1452054
3878418,1540137
3878418,2693082
3878418,3745400
3878419,3117248
3878419,3156841
3878420,3644925
3878421,2757305
3878421,2935637
3878421,3324332
3878421,3519865
3878421,3780331
3878422,2423830
3878422,2435436
3878422,2933648
3878422,2972707
3878422,3262010
3878422,3499167
3878422,3701916
3878422,3704386
3878423,745427
3878423,1406852
3878423,1406858
3878423,3289027
3878423,3373308
3878423,3408525
3878423,3564473
3878423,3649874
3878423,3651380
3878424,2522259
3878424,3005123
3878424,3389290
3878424,3500106
3878424,3571590
3878424,3610988
3878424,3763388
3878424,3792263
3878425,896429
3878425,2154278
3878425,2599179
3878425,2835967
3878425,3591822
3878426,2258294
3878426,2617058
3878426,3067348
3878427,3392297
3878427,3661580
3878428,2728008
3878428,3392297
3878429,3818266
3878430,3775764
3878430,3795908
3878431,3310687
3878431,3324349
3878431,3346744
3878431,3358186
3878431,3422309
3878431,3544839
3878431,3614527
3878432,3314407
3878432,3328614
3878432,3357416
3878432,3366098
3878432,3370190
3878432,3390668
3878432,3434462
3878433,3705330
3878433,3716753
3878433,3740610
3878433,3787704
3878433,3809951
3878433,3818266
3878434,3389301
3878434,3475653
3878434,3493815
3878434,3524997
3878434,3600634
3878434,3614539
3878434,3743860
3878435,3737726
3878435,3800189
3878435,3813579
3878436,3440491
3878436,3567997
3878436,3689887
3878437,3538303
3878437,3636381
3878438,3184069
3878438,3511385
3878438,3664510
3878438,3696936
3878439,3113250
3878440,2274327
3878440,3204156
3878440,3221217
3878440,3280381
3878440,3688162
3878441,2667573
3878441,3141983
3878441,3274464
3878441,3275922
3878442,3073294
3878442,3297415
3878442,3474530
3878443,3293077
3878443,3374110
3878443,3649353
3878444,2691698
3878444,3610808
3878444,3763482
3878444,3773109
3878445,3612971
3878445,3641408
3878445,3770986
3878446,3316472
3878446,3373331
3878446,3396323
3878446,3488756
3878446,3532951
3878446,3568027
3878446,3601673
3878446,3604996
3878446,3808482
3878447,2627597
3878447,2751537
3878447,3569811
3878447,3651388
3878448,3424948
3878448,3536985
3878448,3551778
3878448,3654541
3878449,3259829
3878449,3433977
3878449,3539903
3878449,3566150
3878449,3611210
3878449,3611211
3878449,3662185
3878449,3681656
3878450,1734917
3878450,2419574
3878450,2905881
3878450,3331014
3878450,3435320
3878451,3355600
3878451,3462619
3878451,3593038
3878451,3643260
3878451,3794908
3878452,3398353
3878452,3484677
3878452,3496920
3878452,3504373
3878453,2092951
3878453,2573799
3878453,2601248
3878453,2820959
3878453,2940302
3878453,3064127
3878453,3418572
3878453,3754275
3878454,3122703
3878454,3205432
3878454,3331017
3878454,3609520
3878455,2189894
3878455,3543030
3878456,2330394
3878457,2629004
3878457,3491289
3878458,3141128
3878458,3181060
3878458,3205436
3878458,3368146
3878458,3553581
3878458,3611133
3878458,3624498
3878458,3648163
3878458,3728581
3878458,3728617
3878458,3800214
3878458,3809961
3878458,3821639
3878459,2109189
3878459,2591898
3878459,3009099
3878459,3029383
3878459,3204183
3878459,3289076
3878459,3309690
3878459,3452346
3878459,3452347
3878459,3482235
3878459,3564529
3878459,3667036
3878460,2808566
3878460,2981867
3878460,3048744
3878460,3396310
3878460,3753089
3878461,3238452
3878461,3499315
3878461,3546926
3878462,2768231
3878462,3405360
3878462,3406340
3878462,3590375
3878462,3597686
3878462,3624505
3878462,3681692
3878462,3705445
3878462,3744008
3878463,3681694
3878464,3289082
3878464,3454904
3878465,3491206
3878465,3628148
3878465,3703688
3878465,3706944
3878465,3757252
3878466,2886677
3878466,3008111
3878466,3581252
3878466,3715671
3878467,2907876
3878467,3568007
3878467,3581221
3878467,3657654
3878467,3727139
3878467,3743943
3878468,3462687
3878468,3560855
3878468,3715665
3878468,3715670
3878468,3727136
3878468,3755738
3878469,3233147
3878469,3630441
3878469,3648929
3878469,3659151
3878469,3717875
3878469,3780945
3878469,3806029
3878470,2830179
3878470,3233181
3878470,3327226
3878470,3392337
3878470,3514705
3878470,3699461
3878471,3532909
3878471,3551832
3878471,3686580
3878471,3689752
3878471,3701032
3878471,3717821
3878472,3160695
3878472,3401237
3878472,3644657
3878472,3686471
3878472,3719782
3878472,3749837
3878472,3761631
3878473,3557308
3878473,3602834
3878473,3646452
3878473,3731220
3878474,3189825
3878474,3359505
3878474,3395360
3878474,3534284
3878474,3534285
3878475,3358240
3878475,3555194
3878475,3815034
3878476,2892944
3878476,3320547
3878476,3379992
3878476,3409836
3878477,3350944
3878477,3756081
3878477,3766496
3878477,3805189
3878478,3743964
3878479,3748595
3878480,3562672
3878480,3735286
3878480,3792374
3878481,2900608
3878481,3299371
3878481,3747012
3878482,3702446
3878483,3512106
3878483,3569865
3878483,3671881
3878484,3206673
3878484,3388345
3878484,3396347
3878484,3581238
3878485,801130
3878485,2052317
3878485,2462887
3878485,2797392
3878485,2942211
3878485,3002164
3878485,3135935
3878485,3416102
3878485,3740678
3878486,3503015
3878486,3568099
3878486,3593205
3878486,3638148
3878486,3676744
3878486,3743979
3878487,2615981
3878487,3351875
3878488,3299295
3878489,3082350
3878489,3406361
3878490,3111609
3878490,3412354
3878490,3566321
3878490,3638152
3878490,3710289
3878491,1936098
3878491,2434096
3878491,3060355
3878491,3453571
3878491,3663908
3878492,1394044
3878492,1471096
3878492,3467931
3878492,3503026
3878492,3728655
3878493,1623426
3878493,1964464
3878493,2587097
3878494,1504733
3878494,3671906
3878495,1425091
3878495,1761732
3878495,2779926
3878495,2932787
3878496,2728861
3878496,3019339
3878496,3443097
3878496,3614442
3878497,2395206
3878497,2713098
3878497,2941059
3878498,2823283
3878498,3546652
3878499,3038255
3878499,3500277
3878499,3609622
3878499,3718880
3878500,2879405
3878500,3205365
3878501,2769071
3878501,3307167
3878501,3586939
3878501,3673538
3878501,3737752
3878502,3308667
3878502,3333476
3878502,3534728
3878503,3681592
3878503,3766374
3878504,2591795
3878504,3004178
3878504,3157852
3878504,3582875
3878504,3718900
3878504,3738445
3878505,2194431
3878505,2304208
3878505,3031582
3878505,3062953
3878505,3080475
3878505,3107062
3878505,3457399
3878506,2099671
3878506,2423648
3878506,2502974
3878506,2619303
3878506,3620626
3878506,3671963
3878506,3721983
3878507,2019393
3878507,3792435
3878508,2106643
3878508,2308097
3878508,2722674
3878508,3002127
3878508,3185961
3878508,3325784
3878508,3462733
3878508,3487358
3878508,3662336
3878509,3234513
3878509,3522585
3878509,3618080
3878509,3629833
3878509,3717848
3878510,2193967
3878510,3001010
3878510,3529293
3878511,3652795
3878512,3394349
3878512,3639904
3878512,3644678
3878512,3647977
3878512,3699522
3878513,3416138
3878513,3573750
3878513,3588839
3878513,3594732
3878513,3629587
3878513,3670307
3878513,3670309
3878513,3675217
3878514,3302183
3878514,3391394
3878514,3700873
3878514,3736567
3878514,3745533
3878514,3760369
3878514,3768076
3878515,3026417
3878515,3158842
3878515,3486031
3878515,3560205
3878515,3631411
3878516,2286902
3878516,3419262
3878516,3596286
3878517,3298030
3878517,3562757
3878517,3596275
3878517,3688034
3878518,3287734
3878518,3510878
3878518,3714928
3878518,3805272
3878519,3298030
3878519,3596275
3878519,3731876
3878520,2629868
3878520,3293438
3878520,3691483
3878520,3731103
3878521,2230864
3878521,2492745
3878521,3029371
3878521,3617837
3878521,3714535
3878522,3569853
3878522,3713149
3878522,3742361
3878523,2437281
3878523,3267472
3878523,3317912
3878523,3406401
3878523,3534365
3878525,3039092
3878525,3163862
3878525,3179935
3878525,3217324
3878526,3696417
3878527,3386095
3878527,3461388
3878527,3611175
3878527,3614785
3878528,3353178
3878528,3737911
3878528,3774205
3878528,3798641
3878528,3798642
3878529,3147427
3878529,3577145
3878529,3663952
3878530,3503068
3878530,3727215
3878531,3281819
3878531,3792236
3878532,2516752
3878532,2616060
3878532,2786880
3878532,3280361
3878532,3281696
3878532,3329950
3878532,3504222
3878532,3725803
3878533,2832827
3878533,3164826
3878533,3488762
3878534,3219839
3878534,3368149
3878534,3462758
3878534,3531656
3878534,3535500
3878534,3546596
3878534,3564430
3878534,3577140
3878534,3582947
3878535,2991462
3878535,3284795
3878535,3358280
3878535,3438026
3878535,3508252
3878535,3564536
3878535,3573794
3878535,3651514
3878535,3668693
3878536,3422420
3878536,3573789
3878536,3609443
3878536,3678497
3878536,3697976
3878537,3645604
3878537,3653745
3878537,3654606
3878537,3750139
3878538,2718630
3878538,3474372
3878538,3789338
3878539,3261010
3878539,3312968
3878540,2003336
3878540,3114902
3878540,3618936
3878540,3731294
3878541,3755801
3878542,3487384
3878542,3500360
3878542,3513452
3878543,3142049
3878544,3174144
3878544,3177483
3878544,3224349
3878544,3330191
3878544,3401399
3878544,3611891
3878544,3740743
3878545,2579247
3878545,3685416
3878545,3760703
3878546,2520296
3878546,2937583
3878546,3448668
3878546,3543659
3878546,3598033
3878547,3465662
3878547,3494271
3878547,3680459
3878547,3731987
3878548,3021771
3878548,3440939
3878548,3481258
3878548,3611896
3878549,3649884
3878550,3427511
3878550,3582723
3878550,3582726
3878550,3585465
3878551,3341755
3878551,3370995
3878551,3443174
3878551,3470390
3878551,3502951
3878551,3517280
3878551,3524113
3878551,3551761
3878551,3649883
3878552,3327182
3878552,3396312
3878552,3423651
3878552,3432919
3878552,3460006
3878552,3463975
3878552,3486892
3878552,3636417
3878553,3274667
3878553,3304595
3878553,3445303
3878553,3483096
3878553,3525910
3878553,3534234
3878553,3594619
3878553,3631307
3878553,3639811
3878553,3649881
3878553,3654526
3878553,3659160
3878553,3685141
3878554,3495324
3878554,3518506
3878554,3616348
3878554,3654526
3878555,3292240
3878555,3544857
3878555,3555664
3878555,3561107
3878555,3564109
3878555,3773628
3878556,3568761
3878556,3581162
3878556,3622906
3878556,3711789
3878556,3760175
3878556,3771031
3878557,3735015
3878557,3761604
3878558,3708613
3878558,3708614
3878558,3715471
3878559,2691696
3878559,2864886
3878559,3064077
3878559,3272918
3878559,3402278
3878559,3541245
3878559,3612753
3878559,3739078
3878560,3085130
3878560,3349184
3878560,3371156
3878560,3383461
3878560,3391247
3878560,3398241
3878560,3446914
3878560,3701846
3878560,3702378
3878560,3715481
3878560,3745264
3878560,3781479
3878561,1246274
3878561,1269019
3878561,1269930
3878561,2316055
3878561,2477989
3878561,3500472
3878561,3577836
3878561,3696439
3878561,3722355
3878561,3777309
3878562,2763863
3878562,3609765
3878562,3619814
3878562,3628190
3878563,557625
3878563,766963
3878563,825170
3878563,891122
3878563,960520
3878563,1035217
3878563,2305605
3878563,3360423
3878563,3501370
3878563,3768100
3878564,3353539
3878564,3370710
3878565,2752953
3878565,2804762
3878565,2944588
3878565,3094762
3878565,3096560
3878565,3108357
3878565,3316557
3878565,3463158
3878565,3479670
3878565,3561441
3878565,3571815
3878565,3588920
3878566,3774244
3878566,3806961
3878567,3048165
3878567,3379191
3878568,2507745
3878568,2738510
3878568,2794983
3878568,3516414
3878568,3568681
3878568,3576037
3878569,3275550
3878569,3550163
3878569,3566417
3878569,3699592
3878569,3727241
3878569,3780383
3878570,1021930
3878570,2154638
3878570,2461432
3878570,2648327
3878570,3051164
3878570,3225365
3878570,3311935
3878570,3634651
3878570,3713182
3878571,3033222
3878571,3177500
3878571,3335714
3878571,3459174
3878571,3579652
3878571,3583388
3878571,3625064
3878571,3680543
3878571,3711871
3878571,3754287
3878571,3777739
3878572,2671906
3878572,3401409
3878572,3416164
3878572,3452368
3878572,3619822
3878572,3648302
3878572,3693193
3878572,3723999
3878572,3772711
3878573,2233870
3878573,2945242
3878573,3204258
3878573,3441974
3878574,2379416
3878574,2555051
3878574,2725927
3878575,480102
3878575,1986319
3878575,2808715
3878575,2936212
3878576,2203894
3878576,3826494
3878577,3536065
3878577,3551931
3878577,3561033
3878577,3771186
3878578,1933084
3878578,2623225
3878578,2645800
3878578,2796618
3878578,3328821
3878579,1796338
3878579,1814766
3878579,3403701
3878579,3543324
3878580,2267850
3878580,3124823
3878580,3352604
3878581,2934936
3878581,3069713
3878582,2842792
3878582,3766588
3878583,2732919
3878583,2904848
3878583,3346909
3878583,3699610
3878584,2537362
3878584,3648887
3878585,1441599
3878585,2481877
3878585,2675925
3878585,2848078
3878586,1438091
3878586,2680877
3878586,3740794
3878587,769231
3878587,1413690
3878587,1844433
3878587,2161461
3878587,2386137
3878587,2506839
3878587,2620533
3878587,2720225
3878588,3466714
3878588,3543763
3878589,3365756
3878589,3743147
3878589,3797717
3878590,2103955
3878590,2851823
3878590,3302328
3878591,3340584
3878591,3390439
3878591,3771330
3878592,3215510
3878592,3480410
3878592,3507631
3878592,3551991
3878592,3552937
3878593,2586653
3878593,2779223
3878593,2958121
3878593,3068563
3878593,3833987
3878594,2037164
3878594,2341097
3878594,2602521
3878594,2763906
3878595,488643
3878595,1290789
3878595,2417681
3878595,2435256
3878595,2847881
3878595,3166758
3878596,3762018
3878597,976325
3878597,993829
3878597,1448528
3878598,3187796
3878598,3253631
3878598,3299500
3878598,3314138
3878598,3439723
3878598,3648747
3878598,3736969
3878599,2043101
3878599,3234987
3878599,3253631
3878599,3282315
3878599,3282317
3878599,3299500
3878599,3337946
3878599,3648747
3878600,2948047
3878600,3115281
3878600,3458275
3878600,3707033
3878600,3811173
3878601,3427513
3878601,3533158
3878602,2779886
3878602,2904269
3878602,3101180
3878602,3658269
3878602,3685119
3878602,3713209
3878602,3812570
3878603,3202957
3878603,3656088
3878603,3691505
3878603,3702456
3878603,3718888
3878603,3760335
3878603,3793611
3878603,3793612
3878603,3812449
3878604,3000095
3878604,3066409
3878604,3114972
3878604,3698084
3878604,3798764
3878605,88810
3878605,951036
3878605,3093219
3878605,3204338
3878605,3285428
3878605,3303626
3878605,3393450
3878605,3771223
3878605,3810305
3878606,1725114
3878606,2120398
3878606,2455591
3878606,2678491
3878606,2984905
3878606,3161088
3878606,3257725
3878606,3304605
3878606,3548691
3878607,2693206
3878607,3334670
3878607,3589415
3878607,3762047
3878607,3810408
3878608,2545316
3878608,3171202
3878609,3444621
3878609,3593421
3878610,2587782
3878610,3736663
3878611,1654387
3878611,2169719
3878611,2789353
3878612,1665527
3878612,2481846
3878612,2991555
3878612,3621578
3878612,3690009
3878613,1826338
3878613,2171587
3878613,2714253
3878613,3295210
3878614,2160186
3878614,3047954
3878614,3093424
3878614,3673691
3878615,896614
3878615,985086
3878615,1183977
3878615,1863236
3878615,2087102
3878615,2300448
3878616,853426
3878616,1157345
3878616,1689234
3878616,2138494
3878616,2217998
3878616,2519107
3878616,2813710
3878617,3383772
3878618,3593428
3878618,3738015
3878619,1741882
3878619,2521993
3878619,2698488
3878619,2870544
3878619,3277580
3878619,3372488
3878619,3403450
3878619,3404462
3878619,3434220
3878619,3537185
3878619,3722105
3878619,3732435
3878620,2197823
3878620,2689392
3878620,3151953
3878620,3448529
3878620,3778908
3878621,3449838
3878622,1943874
3878622,2046047
3878622,2434541
3878622,2933825
3878622,3071866
3878622,3229620
3878622,3345937
3878622,3374769
3878622,3435751
3878622,3445906
3878622,3448970
3878622,3467009
3878622,3657068
3878622,3659348
3878622,3740867
3878623,381425
3878623,1666337
3878623,1896352
3878623,2808668
3878623,2871816
3878623,3073909
3878624,1454426
3878624,1883265
3878624,2525232
3878624,2779131
3878624,3629958
3878625,3059346
3878625,3324577
3878625,3344536
3878625,3504445
3878625,3590498
3878625,3745673
3878625,3780453
3878626,504660
3878626,529880
3878626,1497852
3878626,2178025
3878626,2658287
3878626,2933830
3878626,2948971
3878626,2965982
3878626,2981010
3878626,3059350
3878626,3099884
3878626,3640004
3878627,1689462
3878627,2930153
3878627,3151408
3878627,3160968
3878628,2890533
3878628,3497975
3878629,3678607
3878629,3762080
3878630,2634729
3878631,648421
3878631,957119
3878631,1430315
3878631,1989553
3878631,3088453
3878631,3524789
3878631,3739509
3878631,3750316
3878632,2505250
3878632,3235990
3878632,3242605
3878632,3486263
3878633,2520648
3878633,2636300
3878633,3230651
3878633,3358395
3878633,3470640
3878634,1177885
3878634,1850296
3878634,2545385
3878634,2585783
3878635,2790263
3878635,2986835
3878635,3188767
3878635,3461592
3878636,2289663
3878636,3124892
3878636,3577669
3878637,86154
3878637,2843964
3878637,2926454
3878637,3724116
3878638,578029
3878638,2327049
3878638,2327876
3878638,3386196
3878639,2897630
3878639,3139697
3878639,3399468
3878639,3564756
3878639,3695246
3878640,2912791
3878640,3204369
3878640,3357128
3878641,2205344
3878641,3094808
3878641,3317097
3878641,3432964
3878641,3612233
3878641,3757466
3878642,1689010
3878642,2749660
3878642,3474566
3878642,3724123
3878643,53970
3878643,212306
3878643,893704
3878643,939368
3878643,1099505
3878643,1190999
3878643,1198178
3878643,1319400
3878643,1415782
3878643,1563700
3878643,2027430
3878643,2036276
3878643,2277939
3878643,2399960
3878643,2578271
3878644,2716447
3878644,2758344
3878645,1186139
3878645,2715040
3878645,2839791
3878645,2850087
3878645,3184803
3878645,3464158
3878646,388965
3878646,3510984
3878647,1610369
3878647,3121263
3878648,3475863
3878648,3678626
3878648,3758997
3878649,2316442
3878649,3599703
3878650,3399498
3878650,3525181
3878650,3525182
3878651,3118258
3878651,3153884
3878651,3731566
3878652,2445167
3878652,2926627
3878652,3665652
3878652,3785898
3878653,2909011
3878653,3164932
3878653,3698140
3878653,3753320
3878654,2410905
3878654,2922257
3878654,3683557
3878655,3090161
3878655,3416270
3878655,3721106
3878655,3802131
3878656,2525017
3878656,2853870
3878656,3287865
3878656,3468081
3878656,3635354
3878656,3642339
3878657,507763
3878657,682109
3878657,1012863
3878657,1191964
3878657,1668728
3878657,1722744
3878657,1727242
3878657,1837402
3878657,2289435
3878658,1820304
3878658,1934651
3878658,2009619
3878658,2164322
3878658,2326717
3878658,2382474
3878658,2928565
3878658,3093260
3878658,3378975
3878658,3523395
3878658,3773604
3878658,3782049
3878659,1108859
3878660,2877515
3878660,3114219
3878660,3191727
3878660,3203053
3878660,3411254
3878660,3417529
3878660,3420026
3878660,3436884
3878660,3470598
3878660,3527011
3878660,3688460
3878660,3750358
3878661,584875
3878661,1465653
3878661,1477520
3878661,1573896
3878661,1708462
3878661,1777872
3878661,2043445
3878661,2477852
3878661,2633439
3878662,2352370
3878662,2583072
3878662,2598088
3878662,3001595
3878662,3091937
3878662,3094847
3878662,3176470
3878662,3209544
3878662,3448511
3878662,3511057
3878662,3575005
3878662,3716994
3878662,3727414
3878663,2885849
3878663,3130101
3878663,3239402
3878663,3432985
3878663,3540182
3878663,3559364
3878663,3611656
3878663,3616083
3878663,3629990
3878663,3729885
3878663,3736198
3878664,2199565
3878664,2361640
3878664,2862528
3878664,2874523
3878664,3212537
3878664,3356510
3878664,3406079
3878664,3676553
3878664,3705100
3878665,2069926
3878665,3802154
3878666,758733
3878666,930291
3878666,1719830
3878666,1813974
3878666,1984784
3878666,2141629
3878666,2635402
3878666,2675810
3878666,2938319
3878666,3030042
3878666,3412524
3878666,3715861
3878666,3740923
3878667,2178664
3878667,3336728
3878667,3530637
3878667,3537231
3878667,3775944
3878668,3131524
3878668,3447282
3878669,1795003
3878669,3468106
3878670,2920433
3878670,3031836
3878670,3203160
3878670,3556327
3878671,2982083
3878671,3660972
3878671,3678673
3878671,3680299
3878671,3704579
3878671,3791128
3878671,3803823
3878672,3385047
3878672,3488676
3878672,3686846
3878672,3788056
3878672,3827229
3878673,2098737
3878673,3010277
3878674,1921832
3878674,2579166
3878674,3703805
3878674,3738097
3878675,2539754
3878675,3039775
3878675,3698180
3878676,3390522
3878676,3434395
3878676,3438199
3878676,3469397
3878676,3531936
3878676,3600889
3878676,3611721
3878677,2318905
3878677,2608054
3878677,2671635
3878677,2692476
3878677,2874540
3878677,3107489
3878678,2165696
3878678,2980175
3878678,3121456
3878678,3236047
3878678,3240013
3878678,3279169
3878679,2892311
3878679,2892312
3878679,3015212
3878679,3465519
3878680,1016210
3878680,1219970
3878680,1809409
3878680,2067453
3878680,2185784
3878680,2950739
3878680,3227093
3878681,1832131
3878681,1855187
3878681,2664698
3878682,3074383
3878682,3298177
3878682,3473566
3878682,3526089
3878682,3714869
3878682,3751919
3878683,2301404
3878683,3068659
3878683,3237403
3878683,3266261
3878683,3287901
3878683,3312063
3878683,3315466
3878683,3325992
3878683,3376706
3878683,3451342
3878683,3583156
3878684,2474786
3878684,3280569
3878684,3309876
3878684,3383869
3878684,3386250
3878684,3387458
3878685,3330303
3878685,3374634
3878685,3440822
3878685,3566607
3878686,3379253
3878686,3637019
3878687,3492824
3878687,3564856
3878687,3597930
3878687,3601999
3878687,3811289
3878688,334563
3878688,1235089
3878688,2314200
3878689,1917154
3878689,1953467
3878689,2046554
3878689,2463098
3878689,2928254
3878689,2944405
3878689,3282059
3878689,3400547
3878689,3565201
3878690,3537271
3878690,3750414
3878691,3159008
3878691,3364687
3878691,3415077
3878691,3611740
3878692,2485522
3878692,2491462
3878692,2618470
3878692,2704925
3878692,2734443
3878692,2800002
3878692,2871672
3878693,3643464
3878694,3599441
3878694,3831394
3878695,1121144
3878695,1892037
3878695,2174223
3878695,2394405
3878695,2691283
3878696,716857
3878696,1745738
3878696,2017591
3878696,2028441
3878696,2656185
3878696,2753029
3878696,3643770
3878697,1518378
3878697,1947958
3878697,2078050
3878697,2213720
3878697,2264069
3878697,2656690
3878697,2856764
3878697,3442100
3878697,3448594
3878697,3511062
3878697,3635052
3878698,3086454
3878698,3220340
3878698,3342124
3878698,3616660
3878699,2337137
3878699,3103802
3878699,3330139
3878700,3163034
3878700,3422646
3878700,3524335
3878700,3541819
3878701,672664
3878701,729519
3878701,1746671
3878701,3466910
3878702,846497
3878702,1382309
3878702,1399687
3878703,2095448
3878703,3373589
3878703,3498098
3878703,3699791
3878703,3733875
3878704,1161191
3878704,1272890
3878704,2508758
3878704,2789524
3878704,3138981
3878704,3590759
3878704,3628243
3878705,2765203
3878705,3251118
3878705,3365775
3878705,3431037
3878705,3588207
3878706,3238761
3878706,3364721
3878706,3699882
3878707,1486976
3878707,2268838
3878707,2485969
3878707,2603680
3878707,2756804
3878707,2987798
3878707,3247694
3878708,3118329
3878708,3261197
3878708,3546918
3878709,1050668
3878709,2493233
3878709,2791926
3878709,2941429
3878709,3113478
3878709,3208134
3878709,3568657
3878710,2889702
3878710,3600934
3878710,3620069
3878710,3677067
3878710,3713324
3878710,3805592
3878711,3082621
3878711,3599479
3878712,1849730
3878712,2051042
3878712,3398397
3878713,2918816
3878713,3100990
3878714,3217536
3878714,3277706
3878714,3552204
3878715,3274831
3878715,3564915
3878715,3759097
3878715,3775673
3878716,1215135
3878716,1935445
3878716,2813424
3878716,3116639
3878717,2949775
3878717,3040575
3878717,3181359
3878717,3293911
3878718,3238776
3878718,3344666
3878719,2213961
3878719,2961646
3878719,3037165
3878719,3176286
3878719,3580074
3878719,3744314
3878719,3772673
3878720,785083
3878720,1105914
3878720,1268844
3878720,2286893
3878720,3156287
3878720,3287952
3878720,3335588
3878720,3336776
3878720,3339392
3878720,3344639
3878720,3406551
3878720,3465560
3878720,3564892
3878720,3724258
3878721,2066777
3878721,2447566
3878721,2894231
3878721,3112070
3878721,3179909
3878721,3268880
3878722,3125984
3878722,3576129
3878722,3580079
3878723,2820945
3878723,2847643
3878723,2884786
3878723,3818761
3878724,3792363
3878725,2992047
3878725,3564923
3878726,3435685
3878727,1448709
3878727,2484279
3878727,2784594
3878727,3031890
3878728,2998720
3878728,3540283
3878728,3688558
3878728,3688580
3878728,3690175
3878729,1495852
3878729,1706229
3878730,2964953
3878730,3187588
3878730,3604277
3878730,3610053
3878730,3726572
3878731,2777637
3878731,2944429
3878731,3065728
3878731,3136294
3878731,3202127
3878731,3370260
3878731,3402693
3878732,2214785
3878732,2429406
3878732,3122315
3878732,3421690
3878732,3546439
3878732,3552644
3878732,3556398
3878733,2223024
3878733,2293962
3878733,3001458
3878733,3342118
3878733,3814533
3878733,3832080
3878734,2466495
3878734,3016756
3878734,3117459
3878735,1665100
3878735,2150610
3878735,3094206
3878735,3389662
3878736,2371896
3878736,2860716
3878736,3059882
3878736,3640141
3878737,3147641
3878737,3180181
3878737,3200669
3878737,3211023
3878737,3215002
3878737,3270589
3878737,3299745
3878737,3351165
3878737,3592081
3878737,3648809
3878738,3738197
3878738,3757612
3878739,1512559
3878739,3572184
3878739,3635104
3878739,3783717
3878740,3087364
3878740,3331267
3878740,3763725
3878741,2827814
3878741,2836999
3878741,3161092
3878742,3174367
3878742,3226649
3878742,3381557
3878742,3595106
3878742,3656377
3878742,3698268
3878742,3715938
3878742,3720120
3878743,2702597
3878743,3400620
